"","price","mtq","lat","lon","id_nil"
"216",649000,140,45.492348,9.165447,70
"217",465000,115,45.489843,9.164881,70
"218",258000,96,45.493361,9.158838,70
"219",238000,85,45.493428,9.158315,70
"220",320000,120,45.490081,9.153453,70
"221",290000,80,45.492183,9.157964,70
"222",185000,60,45.493155,9.15767,70
"223",430000,100,45.488365,9.157637,70
"224",229000,57,45.488908,9.160888,70
"225",159000,25,45.488652,9.159886,70
"226",690000,150,45.48743,9.15761,70
"227",298000,80,45.48921,9.158642,70
"228",250000,45,45.48766,9.15829,70
"229",95000,75,45.46304,9.081996,55
"230",260000,80,45.454796,9.096132,55
"231",85000,45,45.462209,9.0804,55
"232",115000,68,45.458927,9.08981,55
"233",58000,33,45.461241,9.088516,55
"234",64000,50,45.462042,9.09354,55
"235",118000,58,45.459055,9.092934,55
"236",109000,55,45.459103,9.087569,55
"237",135000,55,45.458103,9.093497,55
"238",105000,65,45.456625,9.091812,55
"239",260000,85,45.452979,9.099871,55
"240",100000,58,45.456638,9.092277,55
"241",190000,73,45.456871,9.098109,55
"242",210000,95,45.460028,9.089985,55
"243",180000,110,45.460443,9.095369,55
"244",85000,50,45.461616,9.078606,55
"245",102000,55,45.45916,9.096546,55
"246",93000,68,45.46805,9.09109,55
"247",98648,88,45.453899,9.0841,55
"248",97527,87,45.452801,9.07921,55
"249",75750,104,45.454361,9.08008,55
"250",87000,90,45.453531,9.078489,55
"251",50250,46,45.464857,9.090948,55
"252",85000,60,45.46245,9.09321,55
"253",39000,40,45.466702,9.09125,55
"254",67000,46,45.46482,9.09078,55
"255",116000,90,45.463241,9.0927,55
"256",53465,63,45.464877,9.090542,55
"257",39000,40,45.466693,9.091234,55
"258",165000,75,45.459913,9.084081,55
"259",165000,110,45.467845,9.090841,55
"260",260000,80,45.454755,9.096223,55
"261",235000,85,45.45684,9.09826,55
"262",145000,90,45.453024,9.084518,55
"263",235000,90,45.458856,9.087435,55
"264",73500,79,45.459702,9.09533,55
"265",90000,48,45.464259,9.079862,55
"266",75750,101,45.454362,9.080074,55
"267",119166,52,45.46763,9.089695,55
"268",40099,63,45.464699,9.09058,55
"269",130000,90,45.453514,9.078493,55
"270",40099,63,45.464775,9.090586,55
"271",132000,140,45.46681,9.09012,55
"272",107000,60,45.45864,9.09305,55
"273",145000,90,45.464004,9.092314,55
"274",30240,38,45.466742,9.091117,55
"275",155000,55,45.465188,9.092394,55
"276",85000,30,45.462966,9.08729,55
"277",120000,70,45.46059,9.096122,55
"278",110000,56,45.461155,9.09656,55
"279",70000,47,45.461709,9.089619,55
"280",87000,87,45.4529,9.07913,55
"281",75750,101,45.454601,9.07886,55
"282",33480,39,45.4673,9.09216,55
"283",50250,46,45.464856,9.090948,55
"284",87000,87,45.453501,9.078254,55
"285",154000,85,45.451609,9.083072,55
"286",33750,42,45.466801,9.0899,55
"287",55500,51,45.457298,9.0947,55
"288",165000,75,45.463114,9.087318,55
"289",129000,75,45.459158,9.090277,55
"290",55500,51,45.457361,9.094697,55
"291",32160,45,45.461051,9.088829,55
"292",115000,70,45.468501,9.084228,55
"293",190000,110,45.460471,9.095119,55
"294",58000,25,45.46161,9.08968,55
"295",248000,146,45.460965,9.094449,55
"296",280000,130,45.46537,9.080563,55
"297",165000,90,45.469092,9.087228,55
"298",90000,50,45.464246,9.080974,55
"299",33750,41,45.466853,9.089814,55
"300",138000,90,45.45341,9.07904,55
"301",33750,41,45.466852,9.089814,55
"302",169000,86,45.457602,9.0899,55
"303",250000,115,45.458604,9.091578,55
"304",90000,45,45.4669,9.09028,55
"305",50000,30,45.46225,9.086734,55
"306",135000,80,45.467661,9.091961,55
"307",180000,90,45.456911,9.093697,55
"308",98000,78,45.462386,9.086922,55
"309",75000,70,45.460351,9.09608,55
"310",108000,60,45.458991,9.088884,55
"311",150000,80,45.463495,9.087926,55
"312",155000,110,45.454551,9.079783,55
"313",95000,40,45.460555,9.081584,55
"314",209000,100,45.466833,9.093349,55
"315",450000,200,45.460332,9.079077,55
"316",149000,90,45.45261,9.07978,55
"317",130000,80,45.458681,9.088927,55
"318",127000,67,45.46387,9.08719,55
"319",215000,90,45.456627,9.092284,55
"320",79000,40,45.462747,9.087484,55
"321",290000,145,45.455909,9.093132,55
"322",87000,45,45.466214,9.090435,55
"323",80000,47,45.466476,9.091533,55
"324",197900,74,45.469005,9.086626,55
"325",295000,133,45.466802,9.091256,55
"326",320000,160,45.460792,9.087623,55
"327",105000,50,45.467253,9.091876,55
"328",300000,130,45.462034,9.097119,55
"329",125000,60,45.463832,9.079047,55
"330",145000,110,45.452489,9.08451,55
"331",130000,75,45.458361,9.088985,55
"332",125000,70,45.453525,9.083951,55
"333",317000,100,45.476449,9.10624,61
"334",590000,170,45.471853,9.102789,61
"335",135000,70,45.474673,9.105987,61
"336",270000,105,45.4757,9.105551,61
"337",330000,100,45.476987,9.106282,61
"338",470000,150,45.471379,9.102784,61
"339",180000,97,45.476898,9.10669,61
"340",230000,70,45.473944,9.107113,61
"341",230000,90,45.468964,9.109822,61
"342",325000,95,45.469001,9.110038,61
"343",230000,70,45.474442,9.109951,61
"344",110000,40,45.47494,9.113523,61
"345",290000,110,45.474073,9.108593,61
"346",380000,120,45.471034,9.115409,61
"347",50000,32,45.47182,9.11023,61
"348",180000,98,45.475268,9.108365,61
"349",37500,38,45.471802,9.11023,61
"350",37500,38,45.471829,9.110238,61
"351",210000,83,45.4725,9.109727,61
"352",250000,65,45.473252,9.115709,61
"353",199000,101,45.473475,9.111206,61
"354",295000,140,45.472964,9.111249,61
"355",339500,114,45.452334,9.104295,53
"356",249000,65,45.448159,9.128854,53
"357",220000,90,45.45313,9.120363,53
"358",145000,70,45.451016,9.125841,53
"359",220000,93,45.454635,9.11871,53
"360",185000,80,45.453019,9.126713,53
"361",69750,62,45.447816,9.127115,53
"362",124000,52,45.454254,9.124275,53
"363",71250,72,45.446602,9.12661,53
"364",71250,64,45.446565,9.126524,53
"365",93000,62,45.44797,9.12699,53
"366",140000,65,45.45196,9.130149,53
"367",295000,107,45.455723,9.118228,53
"368",69750,62,45.448002,9.12699,53
"369",340000,104,45.447275,9.1274,53
"370",69750,62,45.447815,9.127115,53
"371",169000,60,45.446763,9.127119,53
"372",290000,100,45.45424,9.1173,53
"373",275000,115,45.447688,9.124768,53
"374",210000,95,45.455078,9.121952,53
"375",450000,145,45.457996,9.129266,53
"376",148500,75,45.444012,9.138581,49
"377",397500,132,45.448903,9.14734,49
"378",220000,58,45.450668,9.145958,49
"379",198000,65,45.449961,9.146269,49
"380",655000,190,45.450336,9.148104,49
"381",350000,72,45.450064,9.14779,49
"382",736000,180,45.450244,9.152233,49
"383",280000,80,45.45294,9.149934,49
"384",130000,40,45.45053,9.14586,49
"385",740000,180,45.452614,9.148568,49
"386",280000,80,45.449931,9.151247,49
"387",295000,85,45.452189,9.149105,49
"388",190000,75,45.452813,9.14888,49
"389",580000,155,45.452226,9.147263,49
"390",115000,45,45.449673,9.145826,49
"391",250000,70,45.452523,9.154213,49
"392",310000,95,45.449057,9.140162,49
"393",200000,65,45.448321,9.141637,49
"394",340000,85,45.448953,9.142916,49
"395",420000,140,45.450348,9.140736,49
"396",54000,41,45.449027,9.141853,49
"397",105000,71,45.4494,9.140133,49
"398",105000,72,45.449501,9.14009,49
"399",40500,41,45.4491,9.14175,49
"400",160000,42,45.448157,9.137367,49
"401",260000,75,45.448615,9.138052,49
"402",150000,52,45.447885,9.143544,49
"403",168000,78,45.444834,9.131262,49
"404",370000,105,45.445821,9.127354,49
"405",200000,100,45.440356,9.117592,49
"406",101000,73,45.44374,9.1276,49
"407",200000,80,45.446078,9.12815,49
"408",75750,76,45.443699,9.1276,49
"409",75750,76,45.443757,9.12763,49
"410",155000,85,45.440331,9.117823,49
"411",135000,55,45.443037,9.129126,49
"412",320000,125,45.44229,9.122999,49
"413",175000,80,45.44339,9.125556,49
"414",240000,110,45.441,9.11871,49
"415",230000,100,45.441289,9.120159,49
"416",325000,100,45.4427,9.12374,49
"417",300000,110,45.443194,9.125402,49
"418",330000,124,45.445874,9.127361,49
"419",179000,45,45.4412,9.16184,45
"420",142500,75,45.437551,9.160275,45
"421",320000,95,45.437363,9.164602,45
"422",349000,120,45.440896,9.1728,45
"423",610000,190,45.437141,9.168669,45
"424",580000,183,45.44187,9.16877,45
"425",285000,110,45.438357,9.160639,45
"426",490000,120,45.442102,9.154896,45
"427",540000,170,45.438699,9.156833,45
"428",830000,240,45.443731,9.151506,45
"429",130000,41,45.441223,9.154743,45
"430",128000,45,45.438606,9.154729,45
"431",325000,125,45.43825,9.160448,45
"432",140000,60,45.43957,9.153853,45
"433",325000,85,45.440336,9.150905,45
"434",155000,48,45.442258,9.154898,45
"435",278000,90,45.438166,9.155586,45
"436",228000,72,45.437482,9.157561,45
"437",380000,120,45.436883,9.158625,45
"438",549000,150,45.445031,9.150439,45
"439",133000,35,45.44283,9.156673,45
"440",850000,220,45.44672,9.15145,45
"441",42750,41,45.440692,9.155649,45
"442",90000,78,45.439347,9.153594,45
"443",90000,77,45.439301,9.15367,45
"444",42750,39,45.440701,9.1557,45
"445",122000,43,45.438702,9.15518,45
"446",158000,70,45.437454,9.155114,45
"447",350000,110,45.438673,9.158103,45
"448",332000,80,45.443907,9.151281,45
"449",158000,67,45.437555,9.154206,45
"450",95000,40,45.444328,9.155564,45
"451",295000,105,45.442575,9.148368,45
"452",210000,75,45.441639,9.151822,45
"453",240000,85,45.441029,9.156666,45
"454",580000,170,45.444349,9.149618,45
"455",240000,75,45.437946,9.158589,45
"456",125000,50,45.439372,9.154735,45
"457",200000,75,45.441666,9.153494,45
"458",69000,40,45.438033,9.154174,45
"459",154000,55,45.440339,9.159805,45
"460",195000,55,45.443223,9.156308,45
"461",75000,35,45.439352,9.150063,48
"462",125000,55,45.442361,9.145317,48
"463",295000,120,45.439543,9.13946,48
"464",125000,50,45.44234,9.145642,48
"465",325000,100,45.440073,9.14607,48
"466",200000,70,45.438769,9.151783,48
"467",119580,98,45.4412,9.13808,48
"468",95000,35,45.439357,9.150453,48
"469",69000,61,45.444637,9.141914,48
"470",148500,75,45.444946,9.143738,48
"471",260000,102,45.439078,9.139762,48
"472",148500,75,45.44496,9.14355,48
"473",148500,75,45.445,9.1436,48
"474",196000,83,45.437612,9.150805,48
"475",149000,65,45.443791,9.144915,48
"476",238000,75,45.439712,9.146421,48
"477",69000,35,45.439326,9.150071,48
"478",375000,135,45.437177,9.147185,48
"479",256500,111,45.437391,9.150728,48
"480",95000,28,45.439466,9.150783,48
"481",560000,180,45.437141,9.149965,48
"482",350000,115,45.440007,9.146375,48
"483",145000,60,45.440996,9.129836,48
"484",285000,80,45.44204,9.13295,48
"485",245000,65,45.441949,9.132958,48
"486",230000,125,45.442184,9.133359,48
"487",153000,69,45.43943,9.12667,48
"488",470000,133,45.442026,9.18128,43
"489",220000,75,45.44149,9.173889,43
"490",410000,130,45.441286,9.17581,43
"491",610000,150,45.437772,9.173018,43
"492",185000,45,45.438012,9.176215,43
"493",345000,95,45.440116,9.180939,43
"494",380000,130,45.438577,9.17627,43
"495",279000,60,45.441062,9.178473,43
"496",390000,90,45.442093,9.173932,43
"497",119000,35,45.437356,9.180801,43
"498",550000,230,45.437281,9.180418,43
"499",345000,85,45.44183,9.176103,43
"500",315000,157,45.437384,9.178973,43
"501",280000,90,45.439328,9.181831,43
"502",135000,66,45.43721,9.18486,43
"503",175000,50,45.439135,9.178601,43
"504",155000,50,45.439971,9.181762,43
"505",165000,50,45.439616,9.178601,43
"506",115000,35,45.438992,9.181798,43
"507",315000,95,45.439322,9.186859,43
"508",169000,55,45.43792,9.17985,43
"509",195000,65,45.439616,9.178644,43
"510",140000,40,45.441467,9.17581,43
"511",198000,60,45.441664,9.178816,43
"512",187000,55,45.439044,9.178516,43
"513",250000,80,45.440732,9.180701,43
"514",240000,65,45.440044,9.183108,43
"515",149000,45,45.440707,9.173761,43
"516",139000,30,45.437431,9.178119,43
"517",380000,100,45.440822,9.181602,43
"518",239000,70,45.438052,9.177339,43
"519",250000,95,45.43802,9.179892,43
"520",365000,100,45.438692,9.178519,43
"521",339000,110,45.441496,9.173926,43
"522",120000,55,45.438608,9.182608,43
"523",219000,85,45.441297,9.178862,43
"524",110000,25,45.438308,9.175095,43
"525",260000,60,45.441826,9.181463,43
"526",330000,90,45.441616,9.183352,43
"527",130000,50,45.439641,9.178691,43
"528",169000,60,45.439449,9.179127,43
"529",159000,50,45.438012,9.175185,43
"530",220000,96,45.510398,9.140831,76
"531",145000,60,45.50867,9.133683,76
"532",95000,45,45.515104,9.142116,76
"533",175042,74,45.511798,9.137349,76
"534",152000,90,45.513251,9.137209,76
"535",115000,101,45.520386,9.132241,76
"536",170000,95,45.512866,9.129875,76
"537",80000,50,45.51284,9.13606,76
"538",106000,60,45.511944,9.136679,76
"539",195000,93,45.51379,9.136319,76
"540",190000,90,45.507283,9.134351,76
"541",129000,74,45.513107,9.147452,76
"542",70000,48,45.513285,9.135855,76
"543",135000,98,45.519021,9.132193,76
"544",93750,78,45.509932,9.130516,76
"545",62175,71,45.513697,9.148051,76
"546",118320,116,45.5215,9.13417,76
"547",66931,83,45.513,9.14451,76
"548",60032,67,45.5126,9.14752,76
"549",47400,51,45.508701,9.13237,76
"550",79000,50,45.512854,9.136433,76
"551",59606,77,45.5158,9.12433,76
"552",47400,52,45.508737,9.13239,76
"553",290000,97,45.507694,9.145931,76
"554",59607,71,45.515722,9.124221,76
"555",128000,74,45.51256,9.14752,76
"556",174000,100,45.507289,9.13429,76
"557",41600,41,45.5155,9.14197,76
"558",88500,89,45.510201,9.13008,76
"559",100000,66,45.51371,9.14813,76
"560",100000,71,45.512514,9.148615,76
"561",110000,84,45.52012,9.13364,76
"562",94000,74,45.51609,9.12617,76
"563",61800,78,45.51043,9.1345,76
"564",76000,66,45.51331,9.13649,76
"565",68160,89,45.511582,9.143635,76
"566",61800,78,45.510101,9.13428,76
"567",71250,68,45.512545,9.147494,76
"568",75000,72,45.513699,9.14813,76
"569",82500,85,45.5201,9.13364,76
"570",130000,65,45.512,9.13323,76
"571",82500,84,45.520135,9.133697,76
"572",240000,99,45.51073,9.14529,76
"573",130000,50,45.5091,9.13232,76
"574",70500,69,45.516102,9.12617,76
"575",94500,91,45.517702,9.128631,76
"576",98000,85,45.519855,9.133551,76
"577",243600,140,45.513697,9.134236,76
"578",31200,41,45.5154,9.14218,76
"579",31200,41,45.515369,9.14226,76
"580",84000,47,45.516203,9.141076,76
"581",90000,80,45.519524,9.130671,76
"582",75000,50,45.517389,9.135608,76
"583",195000,80,45.509409,9.147685,76
"584",57000,67,45.513405,9.13647,76
"585",57000,67,45.513302,9.13649,76
"586",140000,80,45.514654,9.142236,76
"587",230000,75,45.50749,9.134789,76
"588",190000,85,45.512349,9.134732,76
"589",31500,44,45.51222,9.134329,76
"590",95000,65,45.508699,9.132699,76
"591",120000,65,45.510439,9.1345,76
"592",82400,78,45.51007,9.13428,76
"593",150000,90,45.510186,9.133766,76
"594",170000,95,45.512826,9.130095,76
"595",332000,127,45.50951,9.13146,76
"596",187000,80,45.50769,9.134025,76
"597",179000,100,45.512809,9.130106,76
"598",219000,92,45.514392,9.142654,76
"599",140000,90,45.520329,9.1327,76
"600",100000,50,45.509653,9.132076,76
"601",89000,58,45.511948,9.127545,76
"602",249000,89,45.510894,9.144096,76
"603",290000,185,45.510409,9.132851,76
"604",155000,89,45.51411,9.130971,76
"605",209000,88,45.50812,9.147081,76
"606",209000,88,45.51078,9.138424,76
"607",78000,40,45.511042,9.136594,76
"608",161000,55,45.510757,9.129167,76
"609",169000,70,45.509963,9.142149,76
"610",96000,50,45.507232,9.134492,76
"611",64800,70,45.522892,9.171432,80
"612",235000,60,45.521832,9.168992,80
"613",175000,75,45.515489,9.169851,80
"614",163000,75,45.5155,9.169358,80
"615",340000,100,45.5094,9.178853,80
"616",169000,80,45.508526,9.177407,80
"617",570000,190,45.518261,9.173104,80
"618",340000,130,45.518122,9.173157,80
"619",182000,75,45.51735,9.171129,80
"620",105000,35,45.519308,9.171855,80
"621",300000,125,45.51625,9.175671,80
"622",137000,61,45.508984,9.172476,80
"623",135000,75,45.51684,9.16857,80
"624",135000,45,45.511668,9.175403,80
"625",480000,125,45.510029,9.177117,80
"626",480000,147,45.517433,9.175024,80
"627",98000,32,45.507138,9.179193,80
"628",90000,40,45.519256,9.169271,80
"629",175000,106,45.515677,9.169274,80
"630",70444,87,45.512886,9.171771,80
"631",480000,147,45.517536,9.176098,80
"632",101000,58,45.520663,9.169684,80
"633",64000,65,45.51539,9.172749,80
"634",58500,41,45.509167,9.170862,80
"635",378000,150,45.510832,9.175812,80
"636",150000,60,45.516118,9.174553,80
"637",66000,51,45.516105,9.174557,80
"638",27000,33,45.515126,9.168782,80
"639",185000,70,45.519589,9.171818,80
"640",69000,72,45.516187,9.174488,80
"641",320000,120,45.516202,9.175508,80
"642",82500,79,45.506002,9.179463,80
"643",48000,65,45.51546,9.172699,80
"644",229000,65,45.510181,9.172548,80
"645",48000,65,45.515499,9.17272,80
"646",125000,60,45.51566,9.170572,80
"647",54000,51,45.516201,9.17474,80
"648",59000,35,45.519612,9.170432,80
"649",45000,49,45.511422,9.178889,80
"650",498000,160,45.512016,9.178546,80
"651",82500,73,45.510161,9.175545,80
"652",82500,74,45.510101,9.17558,80
"653",71418,45,45.510196,9.175878,80
"654",349000,130,45.517732,9.17227,80
"655",175000,106,45.515461,9.169321,80
"656",425000,135,45.509473,9.176942,80
"657",69000,20,45.50991,9.175178,80
"658",165000,60,45.510752,9.174591,80
"659",225000,90,45.515078,9.177188,80
"660",339000,85,45.509874,9.171912,80
"661",540000,175,45.508288,9.177716,80
"662",149000,65,45.513925,9.17353,80
"663",130000,50,45.507573,9.170352,80
"664",175000,80,45.506759,9.174346,80
"665",75000,40,45.51129,9.177893,80
"666",470000,120,45.509343,9.174322,80
"667",330000,120,45.515505,9.177573,80
"668",460000,115,45.514366,9.172248,80
"669",135000,45,45.513926,9.17353,80
"670",290000,110,45.520716,9.169907,80
"671",335000,101,45.51369,9.16993,80
"672",209000,95,45.508539,9.167876,80
"673",139000,40,45.516018,9.172326,80
"674",194170,65,45.518427,9.166851,80
"675",134000,60,45.508987,9.167695,80
"676",99000,45,45.515959,9.173557,80
"677",195000,75,45.520868,9.169822,80
"678",155000,105,45.514565,9.167836,80
"679",50635,47,45.505571,9.244737,19
"680",39375,43,45.507194,9.244545,19
"681",99000,50,45.506033,9.242785,19
"682",80000,41,45.505603,9.24159,19
"683",92000,41,45.50651,9.243815,19
"684",130000,66,45.507816,9.245697,19
"685",54750,39,45.50051,9.218371,19
"686",195000,67,45.500386,9.219038,19
"687",46500,43,45.49986,9.22103,19
"688",195000,55,45.502545,9.219582,19
"689",335000,130,45.502305,9.235085,19
"690",90000,54,45.504935,9.243002,19
"691",230000,102,45.498785,9.237036,19
"692",295000,115,45.501824,9.237484,19
"693",120000,45,45.502869,9.237252,19
"694",225000,85,45.501021,9.237081,19
"695",371000,112,45.504598,9.245685,19
"696",127000,45,45.498244,9.234197,19
"697",198000,70,45.504526,9.246461,19
"698",40500,47,45.502102,9.2376,19
